Category,Text,Label,Issue?,Notes,Morris note,Unnamed: 6
minimal stress pairs,הבעל שלה יצא מהבית,0=habˈaʔal,,not homograph stress,,
minimal stress pairs,החברה מואשמת בעושק של עובדים חלשים,2=beʔˈoʃek,,not homograph stress,,
minimal stress pairs,הוא עושק את העובדים שלו,1=ʔoʃˈek,,not homograph stress,,
minimal stress pairs,התינוק זחל על השטיח בסלון,1=zaχˈal,,,,
minimal stress pairs,ראינו זחל ירוק על העלה,1=zˈaχal,,,,
minimal stress pairs,הוא ילד קטן וחמוד מאוד,1=jˈeled,,,,
minimal stress pairs,הוא ילד אותה בלידה שלה,1=jelˈed,,"bad IPA, not homograph stress",,
minimal stress pairs,מה האורך של השולחן הזה?,1=haʔˈoʁeχ,,not homograph stress,,
minimal stress pairs,זה אורך יותר מידי זמן,1=ʔoʁˈeχ,,"bad IPA, not homograph stress",,
minimal stress pairs,קנינו טרופית קרה לילדים,1=tʁopˈit,,"bad IPA, not homograph stress",,
minimal stress pairs,זוהי סביבה טרופית לחה מאוד,2=tʁˈopit,,not homograph stress,,
minimal stress pairs,הוא שותה סודה עם לימון,2=sˈoda,,not homograph stress,,
minimal stress pairs,הוא גילה את סודה הכמוס,3=sodˈa,,not homograph stress,,
minimal stress pairs,הספינה הטילה עוגן בנמל,3=ʔˈogen,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא עוגן את הסירה למזח,1=ʔogˈen,,not homograph stress,,
minimal stress pairs,זהו מהלך תקציבי חשוב מאוד,2=taktsivˈi,,repeated from above?,,
minimal stress pairs,תקציבי לעצמך זמן להרגע ולנשום,0=taktsˈivi,,"bad IPA, not homograph stress",,
minimal stress pairs,החיה הזו ערסית ומסוכנת,2=ʔaʁsˈit,,not homograph stress,,
minimal stress pairs,לפי הלבוש שלה היא נראית ערסית,5=ʔˈaʁsit,,not homograph stress,,
minimal stress pairs,הם חלו במחלה קשה לצערנו,1=χalˈu,,"bad IPA, not homograph stress",,
minimal stress pairs,החוקים החדשים חלו על כולם,2=χˈalu,,"bad IPA, not homograph stress",,
minimal stress pairs,הם שבו הביתה לאחר המלחמה,1=ʃˈavu,,not homograph stress,,
minimal stress pairs,הם שבו את החיילים בקרב,1=ʃavˈu,,"bad IPA, not homograph stress",,
minimal stress pairs,הם בנו בית חדש בשכונה,1=banˈu,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא האמין בנו מהרגע הראשון,2=bˈanu,,not homograph stress,,
minimal stress pairs,הוא ביצע מעשה אונס חמור,3=ʔˈones,,repeated from before?,,
minimal stress pairs,הוא אונס את החוק לפרשנות שלא מתאימה לו,1=ʔonˈes,,repeated from before?,,
minimal stress pairs,גילה היא ילדה מאוד חכמה,0=gˈila,,,,
minimal stress pairs,הוא גילה את האמת המרה,1=gilˈa,,not homograph stress,,
minimal stress pairs,יש לנו הרבה מזל בחיים,1=lanˈu,,not homograph stress,,
minimal stress pairs,הם לנו במלון במהלך הטיול,1=lˈanu,,not homograph stress,,
minimal stress pairs,המשטרה הטילה עוצר על העיר,2=ʔˈotseʁ,,not homograph stress,,
minimal stress pairs,הנהג עוצר לפני מעבר החצייה,1=ʔotsˈeʁ,,missing glottal stop; not homograph stress,,
minimal stress pairs,הוא קיבל עודף מהקופאית,2=ʔˈodef,,not homograph stress,,
minimal stress pairs,יש לה משקל עודף,3=ʔodˈef,,not homograph stress,,
minimal stress pairs,הוא קוצר את הפירות של עמלו,1=kotsˈeʁ,,bad stress,,
minimal stress pairs,יש לו קוצר נשימה במאמץ,2=kˈotseʁ,,bad stress,,
minimal stress pairs,אבי הוא האדם הכי יקר לי,0=ʔˈavi,,bad stress,,
minimal stress pairs,אבי הלך לקנות לחם במכולת,0=ʔˈavi,,stress?,,
minimal stress pairs,"עלי מיד לאכול, כבר נהיה מאוחר",0=ʔalˈi,,bad stress,,
minimal stress pairs,עלי הוא חבר טוב שלי,0=ʔˈali,,not homograph stress,,
homographs,הוא נסע עם איזה רכב חדש כי הוא לא רכב על אופניים.,4=ʁˈeχev 9=ʁaχˈav,,,,
homographs,הוא קרא ספר מעניין בזמן שהוא ישב אצל ספר נשים.,2=sˈefeʁ 8=sapˈaʁ,,,,
homographs,הוא הוסיף מלח למרק החם כי הוא מלח מנוסה מאוד.,2=mˈelaχ 7=malˈaχ,,,,
homographs,הילד אכל גזר כתום ומתוק,2=ɡˈezeʁ,,,,
homographs,הוא הלך באיזו דרך ארוכה ואז דרך על קוץ קטן.,4=dˈeʁeχ 6=daʁˈaχ,,,,
homographs,השופט גזר עשר שנות מאסר על הנאשם,1=ɡaˈzaʁ,,,,
homographs,הוא עמד ליד כל פתח בבניין ואז פתח את הדלת.,4=pˈetaχ 7=patˈaχ,,,,
homographs,זה היה רצח אכזרי במיוחד והרוצח רצח ללא שום רחמים.,2=ʁˈetsaχ 6=ʁatsˈaχ,,,,
homographs,אין שום קשר הגיוני לזה שהוא קשר את השרוכים מהר.,2=kˈeʃeʁ 6=kaʃˈaʁ,,,,
homographs,הוא באמת גבר חזק ומוצלח כי הוא גבר על המכשולים.,2=ɡˈeveʁ 7=ɡavˈaʁ,,,,
homographs,הוא שתל איזה צמח ירוק בגינה והוא צמח ממש מהר.,3=tsˈemaχ 7=tsamˈaχ,,,,
homographs,קראתי ספר מרתק בסוף השבוע,1=sˈefeʁ,,,,
homographs,הוא ספר את הכסף לפני שנכנס לחנות,1=safˈaʁ,,,,
homographs,היה הרבה מתח נוראי בחדר כשהוא מתח את החבל העבה.,2=mˈetaχ 6=matˈaχ,,,,
homographs,הוא שימש ככלי עזר מצוין בפרויקט ואז עזר לכל החברים.,3=ʔˈezeʁ 7=ʔazˈaʁ,,,,
homographs,הוא קיבל חלק ממש קטן למרות שזה משטח חלק לחלוטין.,2=χˈelek 8=χalˈak,,,,
homographs,הוא מזג שמן זית לסלט כדי לא להיות שמן מדי.,2=ʃˈemen 8=ʃamˈen,,,,
homographs,הוא חצה את הכביש והלך אל עבר השקיעה,6=ʔˈeveʁ,,,,
homographs,הזמן עבר מהר מאוד בזמן שנהנינו,1=ʔaˈvaʁ,,,,
homographs,הוא בנה איזה פסל מדהים לגמרי אבל השופט פסל אותו.,3=pˈesel 8=pasˈal,,,,
homographs,יש לו זקן לבן וארוך כי הוא אדם זקן מאוד.,2=zakˈan 8=zakˈen,,,,
homographs,הוא טייל בכל שדה פתוח ופתאום ראה שדה ממש מפחידה.,3=sadˈe 7=ʃˈeda,,,,
homographs,הוא קשר את הסירה בעזרת חבל עבה,5=χˈevel,,,,
homographs,חבל מאוד שלא הגעת למסיבה אתמול,0=χavˈal,,,,
homographs,הלכנו בתוך דרך עפר צרה בין השדות,2=dˈeʁeχ,,,,
homographs,כל אלה הם קבוצת האנשים שהביאו אלה מעץ לתוך הקרב.,1=ʔˈele 7=ʔalˈa,,,,
homographs,הוא דרך בטעות על שלולית מים גדולה,1=daʁˈaχ,,,,
homographs,הוא שמע איזה זמר ישן ויפה שהקליט זמר מאוד מפורסם.,3=zˈemeʁ 7=zamˈaʁ,,,,
homographs,הוא קטף איזה פרח אדום ויפה בדיוק כשהוא פרח בגינה.,3=pˈeʁaχ 8=paʁˈaχ,,,,
homographs,האוכל שהכנת היה פשוט מצוין,0=haʔˈoχel,,,,
homographs,הוא אוכל תפוח אדום בכל בוקר,1=ʔoχˈel,,,,
homographs,הוא ישב לנוח מעט בצל העץ הגדול ואכל לחם עם בצל.,4=betsˈel 10=batsˈal,,,,
homographs,קטפתי פרח יפה בגינה הציבורית,1=pˈeʁaχ,,,,
homographs,הוא קנה איזה דגם מפואר וחדש לרכב אחרי שהוא דגם אותו.,3=dˈeɡem 9=daɡˈam,,,,
homographs,עץ השקד פרח בלבן עם בוא האביב,2=paʁˈaχ,,,,
homographs,הגלגל של המכונית התפנצ'ר באמצע הדרך,0=haɡalɡˈal,,,,
homographs,זה היה טבח נוראי ואכזרי והרוצח היה בעבר טבח במסעדה.,2=tˈevaχ 8=tabˈaχ,,,,
homographs,הוא היה מלך חזק ועוצמתי והוא מלך על העם שנים רבות.,2=mˈeleχ 6=malˈaχ,,,,
homographs,הוא חיכה לשמוע איזה פסק דין קשה השופט פסק להם היום.,4=psˈak 8=pasˈak,,,,
homographs,הילד גלגל את הכדור במורד הגבעה,1=ɡilɡˈel,,,,
homographs,יש לו גבה מאוד ארוכה,2=ɡabˈa,,,,
homographs,הפקיד גבה ממני תשלום על השירות,1=ɡavˈa,,,,
homographs,מכל הדלק של הרכב כמעט התרוקן,1=hadˈelek,,,,
homographs,השוטר דלק אחרי הגנב שברח מהמקום,1=dalˈak,,,,
homographs,זה כלל ברור וידוע בציבור שהוא כלל את כולם בתוך החשבון.,1=klˈal 6=kalˈal,,,,
homographs,הוא בדק כל פרט חשוב וקטן במסמך ואז פרט המון כסף.,3=pʁˈat 8=paʁˈat,,,,
homographs,הלוחם שלף את החרב מן הנדן,3=haχˈeʁev,,,,
homographs,המבנה העתיק חרב לחלוטין ברעידת האדמה,2=χaʁˈav,,,,
homographs,הוא חתך גזר דק למרק החם ואז גזר את הקופסה במספריים.,2=ɡˈezeʁ 7=ɡazˈaʁ,,,,
homographs,הספינה הגיעה סוף סוף אל היבשה,5=hajabaʃˈa,,,,
homographs,יש לשיר קצב מעולה ושמח וזה מתאים לכל קצב שעובד שם.,2=kˈetsev 8=katsˈav,,,,
homographs,הכביסה יבשה לגמרי בזכות השמש החזקה,1=javeʃˈa,,,,
homographs,אכלתי ירק ירוק ובריא בארוחת הצהריים,1=jˈeʁek,,,,
homographs,האיש ירק על המדרכה בניגוד לחוק,1=jaʁˈak,,,,
homographs,זה לקח איזה משך זמן די ארוך ואז הוא משך בחבל.,3=mˈeʃeχ 9=maʃˈaχ,,,,
homographs,הוא יצא אתמול בבוקר,1=jatsˈa,,,,
homographs,הוא יצא מחר בבוקר,1=jetsˈe,,,,
homographs,יש כלל ברור שצריך לעקוב אחריו,1=klˈal,,,,
homographs,הסכום כלל גם את דמי המשלוח,1=kalˈal,,,,
homographs,הוא ראה סדק עמוק וארוך בקיר אחרי שהוא סדק אותו בכוונה.,2=sˈedek 8=sadˈak,,,,
homographs,הוא אדם רשע אכזר ורע ויש בו רשע נורא וחסר גבולות.,2=ʁaʃˈa 7=ʁˈeʃa,,,,
homographs,זה היה פשע חמור ונוראי ממש כי הוא פשע בכוונה תחילה.,2=pˈeʃa 8=paʃˈa,,,,
homographs,הלכנו לאיבוד בתוך מדבר צחיח,3=midbˈaʁ,,,,
homographs,הוא לקח זרע אחד קטן של עגבנייה ואז זרע אותו בגינה.,2=zˈeʁa 8=zaʁˈa,,,,
homographs,הוא יצא לטייל בכל טבע הארץ היפה למרות שהוא טבע בעבר.,4=tˈeva 9=tavˈa,,,,
homographs,הוא מדבר בטלפון כבר חצי שעה,1=medabˈeʁ,,,,
homographs,הוא קנה צבע לבן ויפה לחדר ואז צבע את כל הקירות.,2=tsˈeva 7=tsavˈa,,,,
homographs,למדתי פרק אחד מתוך משנה יומית,4=miʃnˈa,,,,
homographs,הוא הקריא קטע קצר ומרתק מהעיתון ואז קטע את דברי חברו.,2=kˈeta 7=katˈa,,,,
homographs,הוא קרא קריאת שמע בבוקר מיד אחרי שהוא שמע את ההודעה.,3=ʃmˈa 8=ʃamˈa,,,,
homographs,הוא משנה את דעתו בכל פעם מחדש,1=meʃanˈe,,,,
homographs,הוא עבד בתור מלצר במשך הקיץ,1=ʔavˈad,,,,
homographs,הוא חווה סבל נוראי וכואב בעבודה כי הוא היה סבל במקצועו.,2=sˈevel 9=sabˈal,,,,
homographs,הוא השקיע עמל רב וקשה בפרויקט כי הוא אדם עמל מטבעו.,2=ʔamˈal 9=ʔamˈel,,,,
homographs,הוא קנה לחם לבן טרי וחם במאפייה אחרי שהוא לחם באויב.,2=lˈeχem 9=laχˈam,,,,
homographs,הוא הרגיש כמו עבד תחת המעסיק הקשה,3=ʔˈeved,,,,
homographs,הסתיו הוא עונה נפלאה לטיולים,2=ʔonˈa,,,,
homographs,הוא תמיד עונה בנימוס לכל שאלה,2=ʔonˈe,,,,
homographs,הוא נח כל שבת בבית בשקט וברוגע אחרי שהוא שבת ממלאכתו.,4=ʃabˈat 11=ʃavˈat,,,,
homographs,אלה הבגדים שקניתי אתמול בקניון,0=ʔˈele,,,,
homographs,אלה יכולה לשמש ככלי נשק,0=ʔalˈa,,,,
homographs,בחרתי צבע כחול לקירות החדר,1=tsˈeva,,,,
homographs,הוא צבע את הכיסא בצבע שמן,1=tsavˈa,,,,
homographs,המספר שבע נחשב למספר מזל,1=ʃˈeva,,,,
homographs,זה מוצר עם ערך עצום וגבוה בשוק אחרי שהוא ערך אותו.,3=ʔˈeʁeχ 9=ʔaʁˈaχ,,,,
homographs,יש שם הלך רוח מוזר ושלילי אבל הוא הלך לשם בכל זאת.,2=hˈeleχ 8=halˈaχ,,,,
homographs,אכלתי מספיק ואני מרגיש שבע לגמרי,4=savˈea,,,,
homographs,הוא איבד כל צלם אנוש אמיתי במלחמה לפני שהוא היה צלם.,3=tsˈelem 10=tsalˈam,,,,
homographs,קראתי עוד פרק בספר לפני השינה,2=pˈeʁek,,,,
homographs,הוא פרק את המזוודה מיד כשחזר,1=paʁˈak,,,,
homographs,הוא הרגיש זרם מים פתאומי וקר מאוד כשהנהר זרם חזק לים.,2=zˈeʁem 8=zaʁˈam,,,,
homographs,יש לרובה הזה קנה ארוך,3=kanˈe,,,,
homographs,הוא קנה מתנה יפה לאשתו,1=kanˈa,,,,
homographs,הוא גמר את כל שיעורי הבית,1=ɡamˈaʁ,,,,
homographs,יש לה גבה אחת יפה ודקה במיוחד והיא גבה חובות מאנשים.,3=ɡabˈa 8=ɡavˈa,,,,
homographs,הוא עשה תפר ארוך וחזק בחולצה הקרועה אחרי שהוא תפר אותה.,2=tˈefeʁ 9=tafˈaʁ,,,,
homographs,הוא שם עקב חדש ויפה לנעל השחורה למרות שהוא עקב אחריו.,3=ʔˈakev 10=ʔakˈav,,,,
homographs,המתח הגיע לשיאו לקראת הגמר הגדול,4=haɡmˈaʁ,,,,
homographs,הוא חווה כשל חמור ומערכתי בעבודה הקודמת כי הוא כשל בתפקיד.,2=kˈeʃel 9=kaʃˈal,,,,
homographs,הוא קנה סוודר חום ועבה כי היה לו חום גבוה.,3=χˈum 8=χˈom,,,,
homographs,הוא קיבל עונש חמור בגלל שהוא הכה חמור מסכן.,3=χamˈuʁ 7=χamˈoʁ,,,,
slang,סגור חביבי נדבר מחר,1=χabˈibi,,,,
slang,איזה פאדיחה קרתה לי,1=fadˈiχa,,,,
slang,הוא ממש יצא פארש,3=fˈaʁʃ,,,,
slang,עזוב זה סתם חארטה,3=χˈaʁta,,,,
slang,איזה סקאם לא מאמין שקניתי את זה,1=skˈam,,,,
slang,שיחקת אותה יא תותח!,2=jˈa,,,,
slang,איזה שיחוק כל הכבוד,1=siχˈuk,,,,
slang,"וואי, אני שבוז רצח היום.",0=wˈaj 2=ʃavˈuz,,,,
slang,איזה נאחס אחי,1=nˈaχs,,,,
slang,וואי הוא יצא כזה פיתה,0=wˈaj 4=pˈita,,,,
slang,הוא דפק ברז ברגע האחרון.,2=bˈeʁez,,,,
slang,הוא תפר את העסקה הזאת בשנייה.,1=tafˈaʁ,,,,
slang,"חבל על הזמן, זה פשוט ליגה.",5=lˈiɡa,,,,
slang,"בוא נדבר דוגרי, זה לא יעבוד.",2=dˈuɡʁi,,,,
slang,הוא סתם עושה פוזות.,3=pˈozot,,,,
slang,איזה קאדר עשו לנו שם.,1=kˈadeʁ,,,,
slang,"עזוב, הוא סתם מחפש צומי.",4=tsˈumi,,,,
slang,יש פה ריח של קומבינה,4=kombˈina,,,,
slang,"וואי, הוא יצא פלופ רציני.",0=wˈaj 3=falˈup,,,,
slang,"וואלה, זה עלה לי גרושים.",0=wˈala 4=ɡʁˈuʃim,,,,
slang,"אל תדאג, אני אקמבן אותך.",3=ʔakambˈen,,,,
slang,תקעתי לאפה ואני לא יכול לזוז.,1=lˈafa,,,,
slang,בא לי לנשנש משהו בקטנה.,2=lenaʃnˈeʃ,,,,
slang,הוא אכל פליפ רציני.,2=flˈip,,,,
slang,מה קורה כפרה עליך.,2=kapˈaʁa,,,,
slang,היה אירוע אש אתמול.,2=ʔˈeʃ,,,,
slang,איזה בלאגן הולך פה.,1=balaɡˈan,,,,
slang,הוא כזה חופר ברמות.,2=χofˈeʁ,,,,
slang,הילד הזה שרוט לגמרי.,2=saʁˈut,,,,
slang,הכל פאנן אחי.,1=fanˈan,,,,
slang,תכלס אתה צודק לגמרי.,0=tˈaχles,,,,
slang,איזה סטלן הוא יא אללה.,1=satlˈan,,,,
slang,מה הולך אחי הכל טוב.,2=ʔaχˈi,,,,
slang,זה יקרה בדוק מחר.,2=badˈuk,,,,
slang,המסיבה הייתה פצצה אתמול.,2=ptsatsˈa,,,,
slang,הרכב הזה טיל בליסטי.,2=tˈil,,,,
slang,איזה רעיון קטלני הבאת.,2=katlanˈi,,,,
slang,אני זורם איתך על זה.,1=zoʁˈem,,,,
slang,זה ממש מבאס מה שקרה.,2=mevaˈes,,,,
slang,האוכל פה פגז חבל על הזמן.,2=paɡˈaz,,,,
slang,היה מופע מטורף אתמול.,2=metoʁˈaf,,,,
slang,אני עף על השיר הזה.,1=ʔˈaf,,,,
slang,אל תהיה כזה סאחי משעמם.,3=sˈaχi,,,,
slang,כל הסיפור הזה הזיה מוחלטת.,3=hazaˈja,,,,
slang,הבדיחה הזאת פיפי מרוב צחוק.,2=pˈipi,,,,
slang,זה משחק שווה בטירוף.,2=ʃavˈe,,,,
slang,קיבלנו מנה לפנים במסעדה.,2=lapanˈim,,,,
slang,הסרט הזה חלש מאוד.,2=χalˈaʃ,,,,
slang,אני גמור מעייפות היום.,1=ɡamˈuʁ,,,,
slang,קמתי הפוך לגמרי הבוקר.,1=hafˈuχ,,,,
slang,אני חולה על הלהקה הזאת.,1=χolˈe,,,,
slang,הוא נראה מסטול מת.,2=mastˈul,,,,
slang,איזה ניג'ס הלקוח הזה.,1=nˈidʒes,,,,
slang,הבן אדם הזה קרוע בראש.,3=kaʁˈua,,,,
slang,הוא עובד כמו סוס כל היום.,3=sˈus,,,,
slang,מי שקונה שם פראייר רציני.,3=fʁˈajeʁ,,,,
slang,זה מבחן קל אחי.,2=kˈal,,,,
slang,אני אעזור לך בכיף מחר.,3=bekˈef,,,,
slang,תודה רבה לך נשמה טובה.,3=neʃamˈa,,,,
slang,בואי לפה מאמי שלי.,2=mˈami,,,,
slang,ראית איזה חתיך הוא.,2=χatˈiχ,,,,
slang,יש לה חיוך הורס פשוט.,3=hoʁˈes,,,,
slang,זה מחיר פסיכי לגמרי.,2=psˈiχi,,,,
slang,תיזהר זה נראה כמו עוקץ ברשת.,4=ʔˈokets,,,,
slang,הוא יצא לוזר במשחק הזה.,2=lˈuzeʁ,,,,
slang,איזה אהבל הוא יצא.,1=ʔˈahbal,,,,
slang,רק טמבל היה מסכים לזה.,1=tˈembel,,,,
slang,זה רעיון מפגר לחלוטין.,2=mefaɡˈeʁ,,,,
slang,הסרט הזה פשוט ענק אחי.,3=ʔanˈak,,,,
slang,אתה פשוט מלך העולם.,2=mˈeleχ,,,,
slang,תצא גבר ותגיד את האמת.,1=ɡˈeveʁ,,,,
slang,מה העניינים אחותי הכל טוב.,2=ʔaχotˈi,,,,
slang,המעיל הזה הוא חתיכת שוס רציני.,4=ʃˈos,,,,
slang,איזה באסה שירד גשם היום.,1=bˈasa,,,,
slang,זה גועל נפש של התנהגות.,1=ɡˈoʔal,,,,
slang,הוא נוהג פחד אלוהים.,2=pˈaχad,,,,
slang,איזה סרט אכלתי עליו.,1=sˈeʁet,,,,
slang,יש לו איזה קטע מוזר.,3=kˈeta,,,,
slang,הוא בן אדם גנוב לגמרי.,3=ɡanˈuv,,,,
slang,השאירו פה ברדק שלם.,2=baʁdˈak,,,,
slang,ההתנהלות פה ממש שכונה אחת גדולה.,3=ʃχunˈa,,,,
slang,הוא יצא כזה פלוץ מתנשא.,3=flˈots,,,,
slang,אני קצת חנון של מחשבים.,2=χnˈun,,,,
slang,החלוץ הזה הוא שפיץ עולמי.,3=ʃpˈits,,,,
slang,היה אימון פצצות לגבות.,2=ptsatsˈot,,,,
slang,הקינוח הזה הוא פשוט אליפות העולם.,4=alifˈut,,,,
slang,השחקן הזה נתן הצגה אתמול.,3=hatsaɡˈa,,,,
slang,הסרטון הזה עשה לי קרינג' בגוף.,4=kʁˈindʒ,,,,
slang,אל תשלח לי הודעות ספאם כל היום.,4=spˈam,,,,
slang,יש מלא הייפ סביב המשחק הזה.,2=hˈajp,,,,
slang,הוא בא עם וואסח של לוחם.,3=wˈasaχ,,,,
slang,זה היה שוק מוחלט בשבילי.,2=ʃˈok,,,,
slang,פתאום נפל עלינו בום כזה.,3=bˈum,,,,
slang,איזה יופי פשוט וואו מדהים.,3=wˈau,,,,
slang,הוא כל היום אוכל עליה תסביכים.,3=oχˈel,,,,
slang,איזה חיבס הוא חי בסרט.,1=χˈibas,,,,
slang,תמיד היית חרשן בלימודים שלך.,2=χaʁʃˈan,,,,
slang,הבן אדם הזה דפוק בשכל.,3=dafˈuk,,,,
slang,זה טלפון מעפן לא שווה כלום.,2=maʔˈafan,,,,
slang,נראה לי שהוא קצת קוקו לאחרונה.,4=kˈuku,,,,
slang,היא מתנהגת כמו פרחה אמיתית.,3=fʁˈeχa,,,,
slang,הוא מדבר כמו ערס מצוי.,3=ʔˈaʁs,,,,
slang,תן לי איזו צ'פחה טובה על הכתף.,3=tʃˈapχa,,,,
slang,בא לי לתת לו כאפה מצלצלת.,4=kˈafa,,,,
slang,עשו לו חתיכת זובור במשרד.,3=zˈubuʁ,,,,
slang,האירוע אתמול היה פשוט פיצוץ של דבר.,4=pitsˈuts,,,,
slang,עשינו פה שדרוג רציני למערכת.,2=ʃidʁˈuɡ,,,,
slang,הסטנדאפיסט הזה פשוט קורע מצחוק.,3=koʁˈea,,,,
slang,הבגד הזה פשוט מעלף ומושך.,3=meʔalˈef,,,,
slang,הוא עושה עלינו פלאברה כל הזמן.,3=falˈabʁa,,,,
slang,הכל שם זה חארטבונה אחת גדולה.,3=χaʁtabˈuna,,,,
slang,אל תענה לו הוא סתם טרול רשת.,5=tʁˈol,,,,
slang,היה בינינו קליק מהרגע הראשון.,2=klˈik,,,,
slang,זרקנו פה איזו זולה נחמדה בחצר.,3=zˈula,,,,
slang,אני עכשיו במוד שאנטי באנטי.,3=ʃˈanti 4=bˈanti,,,,
slang,איזו סבטוחה עשיתם לי בחדר.,1=sabatˈuχa,,,,
slang,קרתה פה איזו פשלה רצינית בחישוב.,3=fˈaʃla,,,,
slang,אני תכף חוטף פה קריזה עליכם.,4=kʁˈiza,,,,
slang,כולם פה באיזה אטרף לקראת ההופעה.,3=ʔˈatʁaf,,,,
slang,היה פשוט טירוף במגרש היום.,2=teʁˈuf,,,,
slang,הפקקים פה זה מכה שלא כתובה.,3=makˈa,,,,
slang,איזה פלצן הוא עם היין שלו.,1=faltsˈan,,,,
slang,סגרנו שם בסטה מהר.,2=bˈasta,,,,
slang,יאללה בואו נזוז הביתה כבר.,0=wˈala,,,,
slang,סחתיין עליך על הציון הגבוה.,0=saχtˈen,,,,
slang,הוא ממש מבסוט מהעבודה החדשה שלו.,2=mabsˈut,,,,
slang,הנהג הזה פשוט מג'נון על הכביש.,3=madʒnˈun,,,,
slang,הוא אשכרה אמר לה את זה בפנים.,1=ʔˈaʃkaʁa,,,,
slang,הוא הריץ פה דאחקה לא מצחיקה.,3=dˈaχka,,,,
slang,איזו חפירה הוא הביא לי בטלפון.,1=χafiʁˈa,,,,
slang,אני מרגיש קצת קווץ' הבוקר.,3=kwˈetʃ,,,,
slang,אל תתנהג כמו פוץ מתנשא עכשיו.,3=pˈots,,,,
slang,יצאת חתיכת שמוק בהתנהגות שלך.,2=ʃmˈok,,,,
slang,המוצר שקניתי הוא פשוט דרעק מזויף.,4=dʁˈek,,,,
slang,המחשב הזה ממש ענתיקה איטית.,3=ʔantˈika,,,,
slang,במסיבה הייתה פשוט טרפת של אנשים.,3=taʁˈefet,,,,
slang,יש פה וייב ממש טוב היום.,2=vˈajb,,,,
slang,הוא דלוק עליה מאז התיכון.,1=dalˈuk,,,,
slang,הלוחם הזה מלא רעל בעיניים.,3=ʁˈaʔal,,,,
slang,הרכב הזה יצא פשוט בונבון נדיר.,4=bonbˈon,,,,
slang,עשינו פה שפצור קטן לציוד,2=ʃiftsˈuʁ,x,,,
slang,האוכל פה טעים אחושלוקי חבל על הזמן,3=ʔaχuʃlˈuki,x,,,
slang,איזה מקום מפונפן פתחו פה,2=mefunfˈan,x,,,
slang,הוא עשה את העבודה ממש חפיף,5=χafˈif,x,,,
slang,היא חתיכת צ'ילבה אמיתית,2=tʃˈilba,x,,,
slang,אל תהיה כזה בונקר אחי,3=bˈunkeʁ,x,,,
slang,קום כבר מהספה יא פדלאה,4=padlˈaʔa,x,,,
slang,חטפתי עליו ג'ננה מטורפת,2=dʒanˈana,x,,,
slang,אתה חייב ללמוד לפרגן קצת יותר,3=lefaʁɡˈen,x,,,
slang,הוא תמיד שומר על פאסון בעבודה.,4=fasˈon,x,,,
slang,יאללה רבאק תעשה את זה כבר.,1=ʁˈabak,,,,
Regular Homographed,הוא דגל בשוויון זכויות לכל אדם,1=daɡˈal,,,,
Regular Homographed,דגל המדינה התנופף בראש התורן,0=dˈeɡel,,,,
Regular Homographed,הוא הגה את המילה בצורה לא נכונה,1=haɡˈa,,,,
Regular Homographed,הנהג אחז בחוזקה בהגה המכונית,4=behˈeɡe,,,,
Regular Homographed,קיבלתי חלק קטן מהעוגה הטעימה,1=χˈelek,,,,
Regular Homographed,המשטח היה חלק מאוד ומסוכן להליכה,2=χalˈak,,,,
Regular Homographed,האריה תפס את הטרף שלו ביער,3=hatˈeʁef,,,,
Regular Homographed,החתול טרף את האוכל שלו במהירות,1=taʁˈaf,,,,
Regular Homographed,הוא הציג ידע רב בתחום המדע,2=jˈeda,,,,
Regular Homographed,הוא ידע את התשובה לפני כולם,1=jadˈa,,,,
Regular Homographed,הגשם ירד ללא הפסקה במשך שעות,1=jaʁˈad,,,,
Regular Homographed,הוא ירד מהסולם אחרי שזה יתאפשר,1=jeʁˈed,,,,
Regular Homographed,הוא כתב מכתב תודה לחבריו,1=katˈav,,,,
Regular Homographed,היה לו כתב יד יפה ומסודר,2=ktˈav,,,,
Regular Homographed,הוא לקח את המפתח מהשולחן,1=lakˈaχ,,,,
Regular Homographed,הוא למד לקח חשוב מהטעות שלו,2=lˈekaχ,,,,
Regular Homographed,הוא מכר את הרכב הישן שלו,1=maχˈaʁ,,,,
Regular Homographed,הוא פגש מכר ותיק ברחוב,2=makˈaʁ,,,,
Regular Homographed,הוא מסר את החבילה לידי הדוור,1=masˈaʁ,,,,
Regular Homographed,היה מסר חשוב מאוד בתוך המכתב,1=mˈeseʁ,,,,
Regular Homographed,הוא נדר נדר לעזור לכל נזקק,1=nadˈaʁ 2=nˈedeʁ,,,,
Regular Homographed,הוא נדר שלא יחזור על הטעות,1=nadˈaʁ,,,,
Regular Homographed,העלה נשר מהעץ היישר אל האדמה,1=naʃˈaʁ,,,,
Regular Homographed,נשר גדול חג מעל הפסגות,0=nˈeʃeʁ,,,,
Regular Homographed,הוא עלה במעלה ההר התלול,1=ʔalˈa,,,,
Regular Homographed,עלה ירוק נשר מהענף אל המים,0=ʔalˈe,,,,
Regular Homographed,הוא חבש את הפצע בידו בזהירות,3=hapˈetsa,,,,
Regular Homographed,הוא פצע את פיו ולא הפסיק לדבר,1=patsˈa,,,,
Regular Homographed,הוא חפר קבר עמוק באדמה,2=kˈeveʁ,,,,
Regular Homographed,הוא קבר את זיכרונות העבר,1=kavˈaʁ,,,,
