Category,Text,Label
homographs,הוא השקיע עמל רב וקשה בפרויקט כי הוא אדם עמל מטבעו.,2=ʔamˈal 9=ʔamˈel
homographs,הוא קנה לחם לבן טרי וחם במאפייה אחרי שהוא לחם באויב.,2=lˈeχem 9=laχˈam
homographs,הוא הרגיש כמו עבד תחת המעסיק הקשה,3=ʔˈeved
homographs,הסתיו הוא עונה נפלאה לטיולים,2=ʔonˈa
homographs,הוא תמיד עונה בנימוס לכל שאלה,2=ʔonˈe
homographs,הוא נח כל שבת בבית בשקט וברוגע אחרי שהוא שבת ממלאכתו.,4=ʃabˈat 11=ʃavˈat
homographs,אלה הבגדים שקניתי אתמול בקניון,0=ʔˈele
homographs,אלה יכולה לשמש ככלי נשק,1=ʔalˈa
homographs,בחרתי צבע כחול לקירות החדר,1=tsˈeva
homographs,הוא צבע את הכיסא בצבע שמן,1=tsavˈa
homographs,המספר שבע נחשב למספר מזל,1=ʃˈeva
homographs,זה מוצר עם ערך עצום וגבוה בשוק אחרי שהוא ערך אותו.,4=ʔˈeʁeχ 10=ʔaʁˈaχ
homographs,יש שם הלך רוח מוזר ושלילי אבל הוא הלך לשם בכל זאת.,3=hˈeleχ 9=halˈaχ
homographs,אכלתי מספיק ואני מרגיש שבע לגמרי,4=savˈea
homographs,הוא איבד כל צלם אנוש אמיתי במלחמה לפני שהוא היה צלם.,4=tsˈelem 10=tsalˈam
homographs,קראתי עוד פרק בספר לפני השינה,2=pˈeʁek
homographs,הוא פרק את המזוודה מיד כשחזר,1=paʁˈak
homographs,הוא הרגיש זרם מים פתאומי וקר מאוד כשהנהר זרם חזק לים.,3=zˈeʁem 10=zaʁˈam
homographs,יש לרובה הזה קנה ארוך,3=kanˈe
homographs,הוא קנה מתנה יפה לאשתו,1=kanˈa
homographs,הוא גמר את כל שיעורי הבית,1=ɡamˈaʁ
homographs,יש לה גבה אחת יפה ודקה במיוחד והיא גבה חובות מאנשים.,3=ɡabˈa 9=ɡavˈa
homographs,הוא עשה תפר ארוך וחזק בחולצה הקרועה אחרי שהוא תפר אותה.,3=tˈefeʁ 10=tafˈaʁ
homographs,הוא שם עקב חדש ויפה לנעל השחורה למרות שהוא עקב אחריו.,3=ʔakˈev 10=ʔakˈav
homographs,המתח הגיע לשיאו לקראת הגמר הגדול,5=haɡmˈaʁ
homographs,הוא חווה כשל חמור ומערכתי בעבודה הקודמת כי הוא כשל בתפקיד.,3=kˈeʃel 10=kaʃˈal
homographs,הוא קנה סוודר חום ועבה כי היה לו חום גבוה.,3=χum 8=χom
homographs,הוא קיבל עונש חמור בגלל שהוא הכה חמור מסכן.,3=χamˈuʁ 7=χamˈoʁ
slang,סגור חביבי נדבר מחר,1=χavˈivi
slang,איזה פאדיחה קרתה לי,1=fadˈiχa
slang,הוא ממש יצא פארש,3=faʁʃ
slang,עזוב זה סתם חארטה,3=χˈaʁta
slang,איזה סקאם לא מאמין שקניתי את זה,1=skam
slang,שיחקת אותה יא תותח!,2=ja
slang,איזה שיחוק כל הכבוד,1=ʃiχˈuk
slang,"וואי, אני שבוז רצח היום.",0=wai 2=ʃavˈuz
slang,איזה נאחס אחי,1=naχs
slang,וואי הוא יצא כזה פיתה,0=wai 4=pˈita
slang,הוא דפק ברז ברגע האחרון.,2=bˈeʁez
slang,הוא תפר את העסקה הזאת בשנייה.,1=tafˈaʁ
slang,"חבל על הזמן, זה פשוט ליגה.",5=lˈiɡa
slang,"בוא נדבר דוגרי, זה לא יעבוד.",2=dˈuɡʁi
slang,הוא סתם עושה פוזות.,3=pˈozot
slang,איזה קאדר עשו לנו שם.,1=kˈadeʁ
slang,"עזוב, הוא סתם מחפש צומי.",4=tsˈumi
slang,יש פה ריח של קומבינה,4=kombˈina
slang,"וואי, הוא יצא פלופ רציני.",0=wai 3=flop
slang,"וואלה, זה עלה לי גרושים.",0=wˈala 4=ɡʁˈuʃim
slang,"אל תדאג, אני אקמבן אותך.",3=ʔakambˈen
slang,תקעתי לאפה ואני לא יכול לזוז.,1=lˈafa
slang,בא לי לנשנש משהו בקטנה.,2=lenaʃnˈeʃ
slang,הוא אכל פליפ רציני.,2=flip
slang,מה קורה כפרה עליך.,2=kapaʁˈa
slang,היה אירוע אש אתמול.,2=ʔeʃ
slang,איזה בלאגן הולך פה.,1=balaɡˈan
slang,הוא כזה חופר ברמות.,2=χofˈeʁ
slang,הילד הזה שרוט לגמרי.,2=saʁˈut
slang,הכל פאנן אחי.,1=fanˈan
slang,תכלס אתה צודק לגמרי.,0=tˈaχles
slang,איזה סטלן הוא יא אללה.,1=satlˈan
slang,מה הולך אחי הכל טוב.,2=ʔaχˈi
slang,זה יקרה בדוק מחר.,2=badˈuk
slang,המסיבה הייתה פצצה אתמול.,2=ptsatsˈa
slang,הרכב הזה טיל בליסטי.,2=til
slang,איזה רעיון קטלני הבאת.,2=katlanˈi
slang,אני זורם איתך על זה.,1=zoʁˈem
slang,זה ממש מבאס מה שקרה.,2=mevaˈes
slang,האוכל פה פגז חבל על הזמן.,2=paɡˈaz
slang,היה מופע מטורף אתמול.,2=metoʁˈaf
slang,אני עף על השיר הזה.,1=ʔaf
slang,אל תהיה כזה סאחי משעמם.,3=sˈaχi
slang,כל הסיפור הזה הזיה מוחלטת.,3=hazajˈa
slang,הבדיחה הזאת פיפי מרוב צחוק.,2=pˈipi
slang,זה משחק שווה בטירוף.,2=ʃavˈe
slang,קיבלנו מנה לפנים במסעדה.,2=lapanˈim
slang,הסרט הזה חלש מאוד.,2=χalˈaʃ
slang,אני גמור מעייפות היום.,1=ɡamˈuʁ
slang,קמתי הפוך לגמרי הבוקר.,1=hafˈuχ
slang,אני חולה על הלהקה הזאת.,1=χolˈe
slang,הוא נראה מסטול מת.,2=mastˈul
slang,איזה ניג'ס הלקוח הזה.,1=nˈidʒes
slang,הבן אדם הזה קרוע בראש.,3=kaʁˈua
slang,הוא עובד כמו סוס כל היום.,3=sus
slang,מי שקונה שם פראייר רציני.,3=fʁˈajeʁ
slang,זה מבחן קל אחי.,2=kal
slang,אני אעזור לך בכיף מחר.,3=bekˈef
slang,תודה רבה לך נשמה טובה.,3=neʃamˈa
slang,בואי לפה מאמי שלי.,2=mˈami
slang,ראית איזה חתיך הוא.,2=χatˈiχ
slang,יש לה חיוך הורס פשוט.,3=hoʁˈes
slang,זה מחיר פסיכי לגמרי.,2=psˈiχi
slang,תיזהר זה נראה כמו עוקץ ברשת.,4=ʔˈokets
slang,הוא יצא לוזר במשחק הזה.,2=lˈuzeʁ
slang,איזה אהבל הוא יצא.,1=ʔˈahbal
slang,רק טמבל היה מסכים לזה.,1=tˈembel
slang,זה רעיון מפגר לחלוטין.,2=mefaɡˈeʁ
slang,הסרט הזה פשוט ענק אחי.,3=ʔanˈak
slang,אתה פשוט מלך העולם.,2=mˈeleχ
slang,תצא גבר ותגיד את האמת.,1=ɡˈeveʁ
slang,מה העניינים אחותי הכל טוב.,2=ʔaχotˈi
slang,המעיל הזה הוא חתיכת שוס רציני.,4=ʃos
slang,איזה באסה שירד גשם היום.,1=bˈasa
slang,זה גועל נפש של התנהגות.,1=ɡˈoal
slang,הוא נוהג פחד אלוהים.,2=pˈaχad
slang,איזה סרט אכלתי עליו.,1=sˈeʁet
slang,יש לו איזה קטע מוזר.,3=kˈeta
slang,הוא בן אדם גנוב לגמרי.,3=ɡanˈuv
slang,השאירו פה ברדק שלם.,2=baʁdˈak
slang,ההתנהלות פה ממש שכונה אחת גדולה.,3=ʃχunˈa
slang,הוא יצא כזה פלוץ מתנשא.,3=flots
slang,אני קצת חנון של מחשבים.,2=χnun
slang,החלוץ הזה הוא שפיץ עולמי.,3=ʃpits
slang,היה אימון פצצות לגבות.,2=ptsatsˈot
slang,הקינוח הזה הוא פשוט אליפות העולם.,4=ʔalifˈut
slang,השחקן הזה נתן הצגה אתמול.,3=hatsaɡˈa
slang,הסרטון הזה עשה לי קרינג' בגוף.,4=kʁindʒ
slang,אל תשלח לי הודעות ספאם כל היום.,4=spam
slang,יש מלא הייפ סביב המשחק הזה.,2=haip
slang,הוא בא עם וואסח של לוחם.,3=vˈasaχ
slang,זה היה שוק מוחלט בשבילי.,2=ʃok
slang,פתאום נפל עלינו בום כזה.,3=bum
slang,איזה יופי פשוט וואו מדהים.,3=vˈau
slang,הוא כל היום אוכל עליה תסביכים.,3=ʔoχˈel
slang,איזה חיבס הוא חי בסרט.,1=χˈibas
slang,תמיד היית חרשן בלימודים שלך.,2=χaʁʃˈan
slang,הבן אדם הזה דפוק בשכל.,3=dafˈuk
slang,זה טלפון מעפן לא שווה כלום.,2=maˈafan
slang,נראה לי שהוא קצת קוקו לאחרונה.,4=kˈuku
slang,היא מתנהגת כמו פרחה אמיתית.,3=fʁˈeχa
slang,הוא מדבר כמו ערס מצוי.,3=ʔaʁs
slang,תן לי איזו צ'פחה טובה על הכתף.,3=tʃˈapχa
slang,בא לי לתת לו כאפה מצלצלת.,4=kˈafa
slang,עשו לו חתיכת זובור במשרד.,3=zˈubuʁ
slang,האירוע אתמול היה פשוט פיצוץ של דבר.,4=pitsˈuts
slang,עשינו פה שדרוג רציני למערכת.,2=ʃidʁˈuɡ
slang,הסטנדאפיסט הזה פשוט קורע מצחוק.,3=koʁˈea
slang,הבגד הזה פשוט מעלף ומושך.,3=mealˈef
slang,הוא עושה עלינו פלאברה כל הזמן.,3=falˈabʁa
slang,הכל שם זה חארטבונה אחת גדולה.,3=χaʁtabˈuna
slang,אל תענה לו הוא סתם טרול רשת.,5=tʁol
slang,היה בינינו קליק מהרגע הראשון.,2=klik
slang,זרקנו פה איזו זולה נחמדה בחצר.,3=zˈula
slang,אני עכשיו במוד שאנטי באנטי.,3=ʃˈanti 4=bˈanti
slang,איזו סבטוחה עשיתם לי בחדר.,1=savtˈoχa
slang,קרתה פה איזו פשלה רצינית בחישוב.,3=fˈaʃla
slang,אני תכף חוטף פה קריזה עליכם.,4=kʁˈiza
slang,כולם פה באיזה אטרף לקראת ההופעה.,3=ʔˈatʁaf
slang,היה פשוט טירוף במגרש היום.,2=tiʁˈuf
slang,הפקקים פה זה מכה שלא כתובה.,3=makˈa
slang,איזה פלצן הוא עם היין שלו.,1=faltsˈan
slang,סגרנו שם בסטה מהר.,2=bˈasta
slang,יאללה בואו נזוז הביתה כבר.,0=jˈala
slang,סחתיין עליך על הציון הגבוה.,0=saχtˈein
slang,הוא ממש מבסוט מהעבודה החדשה שלו.,2=mabsˈut
slang,הנהג הזה פשוט מג'נון על הכביש.,3=madʒnˈun
slang,הוא אשכרה אמר לה את זה בפנים.,1=ʔˈaʃkaʁa
slang,הוא הריץ פה דאחקה לא מצחיקה.,3=dˈaχka
slang,איזו חפירה הוא הביא לי בטלפון.,1=χafiʁˈa
slang,אני מרגיש קצת קווץ' הבוקר.,3=kvetʃ
slang,אל תתנהג כמו פוץ מתנשא עכשיו.,3=puts
slang,יצאת חתיכת שמוק בהתנהגות שלך.,2=ʃmok
slang,המוצר שקניתי הוא פשוט דרעק מזויף.,4=dʁek
slang,המחשב הזה ממש ענתיקה איטית.,3=ʔantˈika
slang,במסיבה הייתה פשוט טרפת של אנשים.,3=taʁˈefet
slang,יש פה וייב ממש טוב היום.,2=vaib
slang,הוא דלוק עליה מאז התיכון.,1=dalˈuk
slang,הלוחם הזה מלא רעל בעיניים.,3=ʁˈaal
slang,הרכב הזה יצא פשוט בונבון נדיר.,4=bonbˈon
,,
slang,עשינו פה שפצור קטן לציוד,2=ʃiftsˈuʁ
slang,האוכל פה טעים אחושלוקי חבל על הזמן,3=ʔaχuʃlˈuki
slang,איזה מקום מפונפן פתחו פה,2=mefunfˈan
slang,הוא עשה את העבודה ממש חפיף,5=χafˈif
slang,היא חתיכת צ'ילבה אמיתית,2=tʃˈilba
slang,אל תהיה כזה בונקר אחי,3=bˈunkeʁ
slang,קום כבר מהספה יא פדלאה,4=fadlˈa.a
slang,חטפתי עליו ג'ננה מטורפת,2=dʒanˈana
slang,אתה חייב ללמוד לפרגן קצת יותר,3=lefaʁɡˈen
slang,הוא תמיד שומר על פאסון בעבודה.,4=fasˈon
slang,יאללה רבאק תעשה את זה כבר.,1=ʁˈabak
,,
Regular Homographed,הוא דגל בשוויון זכויות לכל אדם,1=daɡˈal
Regular Homographed,דגל המדינה התנופף בראש התורן,0=dˈeɡel
Regular Homographed,הוא הגה את המילה בצורה לא נכונה,1=haɡˈa
Regular Homographed,הנהג אחז בחוזקה בהגה המכונית,4=bahˈeɡe
Regular Homographed,קיבלתי חלק קטן מהעוגה הטעימה,1=χˈelek
Regular Homographed,המשטח היה חלק מאוד ומסוכן להליכה,2=χalˈak
Regular Homographed,האריה תפס את הטרף שלו ביער,3=hatˈeʁef
Regular Homographed,החתול טרף את האוכל שלו במהירות,1=taʁˈaf
Regular Homographed,הוא הציג ידע רב בתחום המדע,2=jˈeda
Regular Homographed,הוא ידע את התשובה לפני כולם,1=jadˈa
Regular Homographed,הגשם ירד ללא הפסקה במשך שעות,1=jaʁˈad
Regular Homographed,הוא ירד מהסולם אחרי שזה יתאפשר,1=jeʁˈed
Regular Homographed,הוא כתב מכתב תודה לחבריו,1=katˈav
Regular Homographed,היה לו כתב יד יפה ומסודר,2=ktav
Regular Homographed,הוא לקח את המפתח מהשולחן,1=lakˈaχ
Regular Homographed,הוא למד לקח חשוב מהטעות שלו,2=lˈekaχ
Regular Homographed,הוא מכר את הרכב הישן שלו,1=maχˈaʁ
Regular Homographed,הוא פגש מכר ותיק ברחוב,2=makˈaʁ
Regular Homographed,הוא מסר את החבילה לידי הדוור,1=masˈaʁ
Regular Homographed,היה מסר חשוב מאוד בתוך המכתב,1=mˈeseʁ
Regular Homographed,הוא נדר נדר לעזור לכל נזקק,1=nadˈaʁ 2=nˈedeʁ
Regular Homographed,הוא נדר שלא יחזור על הטעות,1=nadˈaʁ
Regular Homographed,העלה נשר מהעץ היישר אל האדמה,1=naʃˈaʁ
Regular Homographed,נשר גדול חג מעל הפסגות,0=nˈeʃeʁ
Regular Homographed,הוא עלה במעלה ההר התלול,1=ʔalˈa
Regular Homographed,עלה ירוק נשר מהענף אל המים,0=ʔalˈe
Regular Homographed,הוא חבש את הפצע בידו בזהירות,3=hapˈetsa
Regular Homographed,הוא פצע את פיו ולא הפסיק לדבר,3=patsˈa
Regular Homographed,הוא חפר קבר עמוק באדמה,2=kˈeveʁ
Regular Homographed,הוא קבר את זיכרונות העבר,1=kavˈaʁ
Regular Homographed,הוא רכב על אופניו אל הפארק,1=ʁaχˈav
Regular Homographed,רכב חדש חנה מול הבית שלנו,0=ʁˈeχev
Regular Homographed,הוא נראה רזה מאוד לאחר הדיאטה,2=ʁazˈe
Regular Homographed,הוא רזה בעשרה קילוגרמים תוך חודש,1=ʁazˈa
Regular Homographed,יש שבר קטן בחלון הסלון,1=ʃˈeveʁ
Regular Homographed,הוא שבר את הכוס בטעות,1=ʃavˈaʁ
Regular Homographed,הפצוע היה במצב אנוש לאחר התאונה,3=ʔanˈuʃ
Regular Homographed,הוא בן אנוש בעל רגשות עמוקים,2=ʔenˈoʃ
Regular Homographed,איש זקן ישב על הספסל בגן,1=zakˈen
Regular Homographed,הוא גידל זקן ארוך ולבן,2=zakˈan
Regular Homographed,הוא חתם על חוזה העסקה חדש,3=χozˈe
Regular Homographed,היא חוזה עתיד ורוד לחברה,1=χozˈa
Regular Homographed,חכה רגע שכחתי את התיק בבית,0=χakˈe
Regular Homographed,הוא דג דגים בעזרת חכה ארוכה,4=χakˈa
Regular Homographed,כל חפץ בחדר הזה מזכיר לי את העבר,1=χˈefets
Regular Homographed,הוא חפץ מאוד להצליח במבחן,1=χafˈets
Regular Homographed,השחקנים עלו אל במה גדולה ומוארת,3=bamˈa
Regular Homographed,במה השתמשת כדי לנקות את הכתם,0=bamˈe
Regular Homographed,הוא טבע בים כי לא ידע לשחות,1=tavˈa
Regular Homographed,הוא אוהב לטייל בתוך טבע פראי,4=tˈeva
ilspeech-v2-test,"ואז השלב הבא יהיה פשוט להסיק אנשים, אני אוכל להסיק צלם.",0=veʔˈaz 1=haʃlˈav 2=habˈa 3=jihjˈe 4=paʃˈut 5=lehasˈik 6=ʔanaʃˈim 7=ʔanˈi 8=ʔuχˈal 9=lehasˈiɡ 10=tsalˈam,,,,
ilspeech-v2-test,"שיבוא וצלם את אותם אנשים, גם יחד עם איזשהו ציוד סאונד שיוכל להקליט אותם.",0=ʃejavˈo 1=vejetsalˈem 2=ʔˈet 3=ʔotˈam 4=ʔanaʃˈim 5=ɡˈam 6=jaχˈad 7=ʔˈim 8=ʔejzeʃehˈu 9=tsijˈud 10=sˈaʔund 11=ʃejuχˈal 12=lehaklˈit 13=ʔotˈam,,,,
ilspeech-v2-test,"ואז אני אוכל להכפיל את זה, אני לא אצליח לעשות עשרים וחמש ימי צלום בחדש.",0=veʔˈaz 1=ʔanˈi 2=ʔuχˈal 3=lehaχpˈil 4=ʔˈet 5=zˈe 6=ʔanˈi 7=lˈo 8=ʔetstaʁˈeχ 9=laʔasˈot 10=ʔesʁˈim 11=veχamiʃˈa 12=jemˈej 13=tsilˈum 14=beχˈodeʃ,,,,
ilspeech-v2-test,אני אוכל לעשות מאה ימי צלום בחדש.,0=ʔanˈi 1=ʔuχˈal 2=laʔasˈot 3=mˈeʔa 4=jemˈej 5=tsilˈum 6=beχˈodeʃ,,,,
ilspeech-v2-test,"עוד אבטרים, אחלה, מעלה, תשלם על יום צלום, שלשת אלפים שקל פלוס מעם, כן, פשוט ככה.",0=ʔˈod 1=ʔˈavataʁim 2=ʔˈaχla 3=meʔulˈe 4=tʃalˈem 5=ʔˈal 6=jˈom 7=tsilˈum 8=ʃlˈoʃt 9=ʔalafˈim 10=ʃˈekel 11=plˈus 12=maʔˈam 13=kˈen 14=paʃˈut 15=kˈaχa,,,,
ilspeech-v2-test,"יאללה, מעלה, אתה רוצה שאני אתקין לך מניצט? אני גם יכול לעשות את זה.",0=jˈala 1=meʔulˈe 2=ʔatˈa 3=ʁotsˈe 4=ʃeʔanˈi 5=ʔatkˈin 6=leχˈa 7=mˈenitʃet 8=ʔanˈi 9=ɡˈam 10=jaχˈol 11=laʔasˈot 12=ʔˈet 13=zˈe,,,,
ilspeech-v2-test,וזה בעצם הטריגר שמתחיל את האוטומציה,0=vezˈe 1=beʔˈetsem 2=hatʁˈiɡeʁ 3=ʃematχˈil 4=ʔˈet 5=haʔotomˈatsja,,,,
ilspeech-v2-test,כל מה שתצטרך בקטע הזה של אוטומציות ובינה מלאכותית ותכן,0=kˈol 1=mˈa 2=ʃetitstaʁˈeχ 3=bakˈeta 4=hazˈe 5=ʃˈel 6=ʔotomˈatsjot 7=vebinˈa 8=melaχutˈit 9=vetˈoχen,,,,
ilspeech-v2-test,"וזה פשוט מדהים, יש פה כל כך הרבה אנשים שצריכים את זה.",0=vezˈe 1=paʃˈut 2=madhˈim 3=jˈeʃ 4=pˈo 5=kˈol 6=kˈaχ 7=haʁbˈe 8=ʔanaʃˈim 9=ʃetsʁiχˈim 10=ʔˈet 11=zˈe,,,,
ilspeech-v2-test,האלטרנטיבה היא לשלם למישהו בין אלפים שקל בחדש ל עשר עלף שקל בחדש.,0=haʔalteʁnatˈiva 1=hˈi 2=leʃalˈem 3=lemˈiʃu 4=bˈen 5=ʔalpˈajim 6=ʃˈekel 7=beχˈodeʃ 8=lˈe 9=ʔasˈeʁet 10=ʔalafˈim 11=ʃˈekel 12=beχˈodeʃ,,,,
ilspeech-v2-test,"ובואו, בינינו, עשר סרטונים בחדש זה לא מה שיגרם לעסק שלכם להתרומם, כאלו",0=vebˈoʔu 1=benˈenu 2=ʔasaʁˈa 3=siʁtonˈim 4=beχˈodeʃ 5=zˈe 6=lˈo 7=mˈa 8=ʃejiɡʁˈom 9=laʔˈesek 10=ʃelaχˈem 11=lehitʁomˈem 12=kiʔˈilu,,,,
ilspeech-v2-test,שלושה סרטונים מהעשרה הסרטונים האלה יהיו מדהימים ויתפוצצו ויגיעו אליכם מלא לידים.,0=ʃloʃˈa 1=siʁtonˈim 2=mehaʔasaʁˈa 3=siʁtonˈim 4=haʔˈele 5=jihjˈu 6=madhimˈim 7=vejitpotsetsˈu 8=vejaɡˈiʔu 9=ʔeleχˈem 10=malˈe 11=lˈidim,,,,
ilspeech-v2-test,"ואז חדש שלם, זהו, צרצרים.",0=veʔˈaz 1=χˈodeʃ 2=ʃalˈem 3=zˈehu 4=tsaʁtsaʁˈim,,,,
ilspeech-v2-test,הקטע הוא להסתכל על זה כמו מדורת שבט.,0=hakˈeta 1=hˈu 2=lehistakˈel 3=ʔˈal 4=zˈe 5=kmˈo 6=meduʁˈat 7=ʃˈevet,,,,
ilspeech-v2-test,"שבעצם הרעיון הוא כל הזמן להזין את המדורה הזאת עם תכן, כדי",0=ʃebeʔˈetsem 1=haʁaʔajˈon 2=hˈu 3=kˈol 4=hazmˈan 5=lehazˈin 6=ʔˈet 7=hameduʁˈa 8=hazˈot 9=ʔˈim 10=tˈoχen 11=kedˈej,,,,
ilspeech-v2-test,"יכול להיות שחלק מהתכן שתכניסו, כמו זה שהעליתי לפני כמעט שבוע, ביום ששי,",0=jaχˈol 1=lihjˈot 2=ʃeχˈelek 3=mehatˈoχen 4=ʃtaχnˈisu 5=kmˈo 6=zˈe 7=ʃeheʔelˈeti 8=lifnˈej 9=kimʔˈat 10=ʃavˈuʔa 11=bejˈom 12=ʃiʃˈi,,,,
ilspeech-v2-test,"זה יביא מלא אנשים, ויכול להיות יהיו תכנים שלא יביאו אנשים.",0=zˈe 1=javˈi 2=malˈe 3=ʔanaʃˈim 4=vejaχˈol 5=lihjˈot 6=jihjˈu 7=tχanˈim 8=ʃelˈo 9=javˈiʔu 10=ʔanaʃˈim,,,,
ilspeech-v2-test,אבל כמה ממכם באמת מצליחים לעמד בקצב?,0=ʔavˈal 1=kˈama 2=mimχˈem 3=beʔemˈet 4=matsliχˈim 5=laʔamˈod 6=bakˈetsev,,,,
ilspeech-v2-test,והאוטומציה הזאת יוצאת לדרך.,0=vehaʔotomˈatsja 1=hazˈot 2=jotsˈet 3=ladˈeʁeχ,,,,
ilspeech-v2-test,להמשיך להזין את המדורה הזאת בעוד ועוד תכן איכותי.,0=lehamʃˈiχ 1=lehazˈin 2=ʔˈet 3=hameduʁˈa 4=hazˈot 5=beʔˈod 6=veʔˈod 7=tˈoχen 8=ʔejχutˈi,,,,
ilspeech-v2-test,שיעזר לאנשים או שיבדר אנשים.,0=ʃejaʔazˈoʁ 1=leʔanaʃˈim 2=ʔˈo 3=ʃejevadˈeʁ 4=ʔanaʃˈim,,,,
ilspeech-v2-test,"ובכך להצליח, ואז הפניות פשוט יגיעו.",0=vebekˈaχ 1=lehatslˈiaχ 2=veʔˈaz 3=hapnijˈot 4=paʃˈut 5=jaɡˈiʔu,,,,
ilspeech-v2-test,שזה משהו שגם אני אלמד את בעלי העסקים.,0=ʃezˈe 1=mˈaʃu 2=ʃeɡˈam 3=ʔanˈi 4=ʔelamˈed 5=ʔˈet 6=baʔalˈej 7=haʔasakˈim,,,,
ilspeech-v2-test,"שבעצם אנשים יוכלו כבר ליצר תכן שיגיד, תראו, זה ההצעה שלי. כאלו, כן, אני נותן מלא תכן, מלא ערך, מלא זה,  אבל הנה, זה ההצעה שלי, זה מה שאני עושה עבור בעלי עסקים.",0=ʃebʔˈetsem 1=ʔanaʃˈim 2=juχlˈu 3=kvˈaʁ 4=litsˈoʁ 5=tˈoχen 6=ʃejaɡˈid 7=tiʁʔˈu 8=zˈe 9=hahatsaʔˈa 10=ʃelˈi 11=kiʔˈilu 12=kˈen 13=ʔanˈi 14=notˈen 15=malˈe 16=tˈoχen 17=malˈe 18=ʔˈeʁeχ 19=malˈe 20=zˈe 21=ʔavˈal 22=hˈine 23=zˈe 24=hahatsaʔˈa 25=ʃlˈi 26=zˈe 27=mˈa 28=ʃeʔanˈi 29=ʔosˈe 30=ʔavˈuʁ 31=baʔalˈej 32=ʔasakˈim,,,,
ilspeech-v2-test,"וזה יכול להיות אדיר, זה יכול להיות ענק.",0=vezˈe 1=jaχˈol 2=lihjˈot 3=ʔadˈiʁ 4=zˈe 5=jaχˈol 6=lihjˈot 7=ʔanˈak,,,,
ilspeech-v2-test,"שלום חברים וברוכים השוים לעוד הקלטה שלי, איתמר מתק לרנר.",0=ʃalˈom 1=χaveʁˈim 2=vebʁuχˈim 3=haʃavˈim 4=leʔˈod 5=haklatˈa 6=ʃelˈi 7=ʔˈitamaʁ 8=mˈotek 9=lˈeʁneʁ,,,,
ilspeech-v2-test,"ואני לא זוכר על מה דברתי, דברתי על דירקט אופר.",0=veʔanˈi 1=lˈo 2=zoχˈeʁ 3=ʔˈal 4=mˈa 5=dibˈaʁti 6=dibˈaʁti 7=ʔˈal 8=dajʁˈekt 9=ʔˈofeʁ,,,,
ilspeech-v2-test,הרעיון הוא שגם בתכן הזה,0=haʁaʔaˈon 1=hˈu 2=ʃeɡˈam 3=batˈoχen 4=hazˈe,,,,
ilspeech-v2-test,"בסוף האוטומציה מה שקורה זה שיוצא מה שנקרא חם מהתנור, סרטון",0=besˈof 1=haʔotomˈatsja 2=mˈa 3=ʃekoʁˈe 4=zˈe 5=ʃejotsˈe 6=mˈa 7=ʃenikʁˈa 8=χˈam 9=mehatanˈuʁ 10=siʁtˈon,,,,
ilspeech-v2-test,אני ממש רואה שאני בונה עסק של כמה מיליוני שקלים בשנה בתור התחלה.,0=ʔanˈi 1=mamˈaʃ 2=ʁoʔˈe 3=ʃeʔanˈi 4=bonˈe 5=ʔˈesek 6=ʃˈel 7=kˈama 8=miljonˈej 9=ʃkalˈim 10=beʃanˈa 11=betˈoʁ 12=hatχalˈa,,,,
ilspeech-v2-test,ואז אני אראה איך אני יכול להמשיך עם זה הלאה.,0=veʔˈaz 1=ʔanˈi 2=jiʁʔˈe 3=ʔˈejχ 4=ʔanˈi 5=jaχˈol 6=lehamʃˈiχ 7=ʔˈim 8=zˈe 9=hˈalʔa,,,,
ilspeech-v2-test,יש גם את הפרויקט של הבינה המלאכותית והמתמטיקה שגם מאוד מלהיב אותי.,0=jˈeʃ 1=ɡˈam 2=ʔˈet 3=hapʁojˈekt 4=ʃˈel 5=habinˈa 6=hamelaχutˈit 7=vehamatemˈatika 8=ʃeɡˈam 9=meʔˈod 10=malhˈiv 11=ʔotˈi,,,,
ilspeech-v2-test,אבל זה משהו שצריך לראות איך אני יכול לשלב בין השנים.,0=ʔavˈal 1=zˈe 2=mˈaʃu 3=ʃetsaʁˈiχ 4=liʁʔˈot 5=ʔˈejχ 6=ʔanˈi 7=jaχˈol 8=leʃalˈev 9=bˈen 10=haʃnˈajim,,,,
ilspeech-v2-test,"אוקי, ואנחנו חוזרים להקלטה הבאה.",0=ʔokˈej 1=veʔanˈaχnu 2=χozʁˈim 3=lahaklatˈa 4=habaʔˈa,,,,
ilspeech-v2-test,"וממש אמרה, טוב, אני צריכה לחשב על זה וזה, כנראה שעדין הערך לא עובר בהצעה כמו שצריך.",0=vemamˈaʃ 1=ʔamʁˈa 2=tˈov 3=ʔanˈi 4=tsʁiχˈa 5=laχaʃˈov 6=ʔˈal 7=zˈe 8=vezˈe 9=kaniʁʔˈe 10=ʃeʔadˈajin 11=haʔˈeʁeχ 12=lˈo 13=ʔovˈeʁ 14=bahatsaʔˈa 15=kmˈo 16=ʃetsaʁˈiχ,,,,
ilspeech-v2-test,אני צריך לדבר פחות על הפיצרים ויותר על התמורה.,0=ʔanˈi 1=tsaʁˈiχ 2=ledabˈeʁ 3=paχˈot 4=ʔˈal 5=hafitʃeʁˈim 6=vejotˈeʁ 7=ʔˈal 8=hatmuʁˈa,,,,
